,u,i,ts,label,idx
32373,1136,739,3258519,0,32374
32374,353,194,3258607,0,32375
32375,1231,557,3258619,0,32376
32376,353,194,3258690,0,32377
32377,598,560,3258778,0,32378
32378,353,392,3258918,0,32379
32379,560,598,3258944,0,32380
32380,323,1297,3258952,0,32381
32381,109,282,3259030,0,32382
32382,323,1297,3259100,0,32383
32383,706,484,3259343,0,32384
32384,323,1297,3259419,0,32385
32385,1004,194,3259554,0,32386
32386,323,1297,3259654,0,32387
32387,596,605,3259702,0,32388
32388,596,782,3259867,0,32389
32389,323,1297,3259935,0,32390
32390,298,573,3260052,0,32391
32391,573,298,3260086,0,32392
32392,298,573,3260126,0,32393
32393,725,1260,3260256,0,32394
32394,573,298,3260327,0,32395
32395,782,596,3260352,0,32396
32396,454,242,3260530,0,32397
32397,454,1043,3260545,0,32398
32398,298,573,3260577,0,32399
32399,323,1297,3260587,0,32400
32400,60,1173,3260589,0,32401
32401,212,678,3260902,0,32402
32402,1274,1273,3261041,0,32403
32403,1264,699,3261043,0,32404
32404,1317,1318,3261207,0,32405
32405,950,815,3261229,0,32406
32406,596,782,3261321,0,32407
32407,1319,224,3261332,0,32408
32408,792,1185,3261354,0,32409
32409,1103,425,3261414,0,32410
32410,1043,454,3261513,0,32411
32411,392,321,3261520,0,32412
32412,392,72,3261574,0,32413
32413,392,353,3261596,0,32414
32414,323,341,3261633,0,32415
32415,1280,281,3261795,0,32416
32416,1087,1284,3261852,0,32417
32417,1320,952,3261872,0,32418
32418,353,392,3261908,0,32419
32419,1087,1132,3261973,0,32420
32420,198,1302,3261975,0,32421
32421,281,1280,3261980,0,32422
32422,392,353,3262045,0,32423
32423,1118,1103,3262080,0,32424
32424,792,841,3262084,0,32425
32425,1280,281,3262095,0,32426
32426,281,1280,3262130,0,32427
32427,198,1321,3262153,0,32428
32428,1280,281,3262362,0,32429
32429,392,1315,3262584,0,32430
32430,72,1253,3262625,0,32431
32431,72,392,3262666,0,32432
32432,912,375,3262683,0,32433
32433,392,72,3262795,0,32434
32434,281,1280,3263057,0,32435
32435,586,1316,3263103,0,32436
32436,1246,834,3263112,0,32437
32437,72,392,3263156,0,32438
32438,323,281,3263170,0,32439
32439,1246,963,3263178,0,32440
32440,1246,801,3263222,0,32441
32441,323,281,3263297,0,32442
32442,323,281,3263478,0,32443
32443,1280,281,3263523,0,32444
32444,323,281,3263640,0,32445
32445,392,72,3263658,0,32446
32446,1284,596,3263864,0,32447
32447,871,392,3263993,0,32448
32448,57,596,3264108,0,32449
32449,871,1103,3264139,0,32450
32450,1315,392,3264334,0,32451
32451,72,392,3264347,0,32452
32452,871,392,3264373,0,32453
32453,793,1230,3264480,0,32454
32454,1190,254,3264706,0,32455
32455,792,841,3264714,0,32456
32456,871,1260,3264717,0,32457
32457,871,969,3264785,0,32458
32458,871,969,3264900,0,32459
32459,871,969,3265083,0,32460
32460,1190,50,3265093,0,32461
32461,704,1322,3265181,0,32462
32462,871,969,3265228,0,32463
32463,871,969,3265294,0,32464
32464,871,969,3265433,0,32465
32465,871,978,3265511,0,32466
32466,1,1271,3265637,0,32467
32467,392,1315,3265818,0,32468
32468,644,719,3266134,0,32469
32469,392,72,3266183,0,32470
32470,544,1273,3266379,0,32471
32471,1274,840,3266758,0,32472
32472,1317,1244,3266801,0,32473
32473,1244,1317,3266978,0,32474
32474,277,644,3267100,0,32475
32475,704,596,3267869,0,32476
32476,498,823,3267965,0,32477
32477,938,1323,3268223,0,32478
32478,422,1041,3268237,0,32479
32479,1323,938,3268244,0,32480
32480,1041,422,3268451,0,32481
32481,422,1041,3268595,0,32482
32482,422,386,3268651,0,32483
32483,1041,422,3268811,0,32484
32484,422,1041,3268950,0,32485
32485,1246,963,3269145,0,32486
32486,1246,963,3269699,0,32487
32487,1246,963,3270038,0,32488
32488,12,1042,3270818,0,32489
32489,12,142,3270866,0,32490
32490,42,72,3270968,0,32491
32491,12,415,3271055,0,32492
32492,1185,555,3271104,0,32493
32493,42,415,3271568,0,32494
32494,80,309,3271616,0,32495
32495,1270,194,3272822,0,32496
32496,815,950,3273194,0,32497
32497,342,544,3280853,0,32498
32498,596,57,3286796,0,32499
32499,596,704,3286887,0,32500
32500,1302,338,3287417,0,32501
32501,950,815,3287544,0,32502
32502,353,372,3287852,0,32503
32503,1302,198,3287933,0,32504
32504,1268,1313,3287946,0,32505
32505,1302,704,3288016,0,32506
32506,353,1284,3288246,0,32507
32507,964,160,3288425,0,32508
32508,375,912,3290670,0,32509
32509,357,1253,3291309,0,32510
32510,1189,375,3292299,0,32511
32511,1271,477,3292767,0,32512
32512,725,638,3292840,0,32513
32513,725,835,3292954,0,32514
32514,1246,963,3293004,0,32515
32515,350,343,3293099,0,32516
32516,1185,375,3293155,0,32517
32517,209,242,3293205,0,32518
32518,1310,1246,3293473,0,32519
32519,1246,1310,3293633,0,32520
32520,596,193,3293910,0,32521
32521,454,1043,3293937,0,32522
32522,198,1302,3293987,0,32523
32523,1246,1310,3294227,0,32524
32524,1246,1310,3294731,0,32525
32525,1190,738,3294820,0,32526
32526,1190,738,3294834,0,32527
32527,997,142,3295513,0,32528
32528,1315,392,3296368,0,32529
32529,72,392,3296794,0,32530
32530,834,1280,3297264,0,32531
32531,1310,802,3297627,0,32532
32532,357,525,3297741,0,32533
32533,1310,561,3297793,0,32534
32534,357,638,3297983,0,32535
32535,358,32,3297984,0,32536
32536,358,254,3298090,0,32537
32537,358,281,3298166,0,32538
32538,357,358,3298168,0,32539
32539,193,596,3298549,0,32540
32540,193,378,3298577,0,32541
32541,224,175,3298614,0,32542
32542,9,1261,3298980,0,32543
32543,9,1279,3299078,0,32544
32544,281,358,3299169,0,32545
32545,281,1280,3299201,0,32546
32546,1127,454,3299309,0,32547
32547,143,1037,3299536,0,32548
32548,357,525,3299732,0,32549
32549,357,525,3299833,0,32550
32550,357,525,3299950,0,32551
32551,1284,353,3299954,0,32552
32552,525,357,3299995,0,32553
32553,357,1284,3300094,0,32554
32554,357,974,3300253,0,32555
32555,1280,834,3300856,0,32556
32556,1280,281,3301092,0,32557
32557,277,644,3301150,0,32558
32558,638,357,3301413,0,32559
32559,277,644,3301741,0,32560
32560,725,638,3301872,0,32561
32561,942,919,3302151,0,32562
32562,942,63,3302196,0,32563
32563,1246,834,3302222,0,32564
32564,1173,654,3302330,0,32565
32565,942,63,3302358,0,32566
32566,1142,990,3302365,0,32567
32567,1173,60,3302495,0,32568
32568,654,1173,3302543,0,32569
32569,942,1314,3302641,0,32570
32570,1287,1253,3302769,0,32571
32571,277,644,3302835,0,32572
32572,1317,781,3303052,0,32573
32573,942,63,3303490,0,32574
32574,281,1280,3303758,0,32575
32575,454,1127,3304058,0,32576
32576,1298,394,3304407,0,32577
32577,1113,638,3304408,0,32578
32578,638,725,3304450,0,32579
32579,277,644,3304525,0,32580
32580,105,1181,3304977,0,32581
32581,1113,638,3305144,0,32582
32582,394,1298,3305533,0,32583
32583,834,1280,3305905,0,32584
32584,856,1176,3306252,0,32585
32585,394,738,3306327,0,32586
32586,1126,1302,3306599,0,32587
32587,220,1310,3306603,0,32588
32588,341,1280,3306857,0,32589
32589,1043,454,3307264,0,32590
32590,1246,963,3307268,0,32591
32591,53,1314,3307320,0,32592
32592,509,758,3307324,0,32593
32593,1246,834,3307330,0,32594
32594,1302,198,3307396,0,32595
32595,306,616,3307577,0,32596
32596,1280,341,3307737,0,32597
32597,249,1324,3307792,0,32598
32598,1187,353,3307827,0,32599
32599,1187,1183,3307839,0,32600
32600,1187,1131,3307847,0,32601
32601,1187,1284,3307858,0,32602
32602,1280,834,3307870,0,32603
32603,114,770,3307891,0,32604
32604,375,1189,3307995,0,32605
32605,375,1185,3308066,0,32606
32606,1280,281,3308193,0,32607
32607,254,358,3308255,0,32608
32608,990,1142,3308328,0,32609
32609,1237,199,3308432,0,32610
32610,372,473,3308436,0,32611
32611,1237,1227,3308441,0,32612
32612,1237,91,3308501,0,32613
32613,834,1280,3308534,0,32614
32614,372,353,3308663,0,32615
32615,1281,1310,3308802,0,32616
32616,454,1043,3308876,0,32617
32617,1280,834,3308905,0,32618
32618,281,1280,3309611,0,32619
32619,704,1324,3309655,0,32620
32620,1280,281,3309782,0,32621
32621,1284,1187,3309783,0,32622
32622,357,638,3309802,0,32623
32623,1284,793,3309912,0,32624
32624,793,1284,3309951,0,32625
32625,834,1280,3309957,0,32626
32626,1317,72,3309980,0,32627
32627,793,1284,3309991,0,32628
32628,69,357,3310005,0,32629
32629,1280,834,3310034,0,32630
32630,1284,793,3310064,0,32631
32631,834,1280,3310172,0,32632
32632,1280,834,3310357,0,32633
32633,834,1280,3310438,0,32634
32634,1284,585,3310470,0,32635
32635,281,1271,3310517,0,32636
32636,1280,834,3310584,0,32637
32637,834,1280,3310695,0,32638
32638,793,1284,3310696,0,32639
32639,1284,793,3310787,0,32640
32640,793,1284,3310837,0,32641
32641,1280,834,3310860,0,32642
32642,1252,1231,3310978,0,32643
32643,834,1280,3311025,0,32644
32644,1284,793,3311171,0,32645
32645,793,1284,3311253,0,32646
32646,1325,1326,3311391,0,32647
32647,760,212,3311539,0,32648
32648,357,638,3311785,0,32649
32649,638,1317,3311922,0,32650
32650,802,1310,3312045,0,32651
32651,249,886,3312129,0,32652
32652,1327,282,3312217,0,32653
32653,1246,415,3312233,0,32654
32654,249,1302,3312383,0,32655
32655,394,393,3312488,0,32656
32656,1317,638,3312708,0,32657
32657,1317,1244,3312813,0,32658
32658,249,713,3312861,0,32659
32659,394,393,3312909,0,32660
32660,67,1296,3312921,0,32661
32661,199,1237,3312955,0,32662
32662,545,1328,3312980,0,32663
32663,1244,1317,3313003,0,32664
32664,1328,545,3313005,0,32665
32665,1328,545,3313021,0,32666
32666,545,1328,3313091,0,32667
32667,378,193,3313424,0,32668
32668,1328,545,3313483,0,32669
32669,1215,949,3313621,0,32670
32670,249,817,3313624,0,32671
32671,249,454,3313706,0,32672
32672,1326,1325,3313751,0,32673
32673,249,817,3313799,0,32674
32674,585,1284,3313826,0,32675
32675,249,605,3313881,0,32676
32676,249,547,3314006,0,32677
32677,598,652,3314032,0,32678
32678,598,62,3314046,0,32679
32679,598,84,3314061,0,32680
32680,249,1295,3314076,0,32681
32681,598,1189,3314079,0,32682
32682,598,1303,3314117,0,32683
32683,598,878,3314139,0,32684
32684,481,1284,3314532,0,32685
32685,1043,454,3314616,0,32686
32686,1248,919,3314723,0,32687
32687,1312,103,3314732,0,32688
32688,454,1043,3314856,0,32689
32689,1312,103,3314863,0,32690
32690,1329,1271,3314990,0,32691
32691,50,102,3315006,0,32692
32692,481,50,3315058,0,32693
32693,1050,495,3315111,0,32694
32694,142,997,3315260,0,32695
32695,50,481,3315311,0,32696
32696,1329,477,3315372,0,32697
32697,481,50,3315780,0,32698
32698,12,598,3315781,0,32699
32699,1246,719,3316080,0,32700
32700,1328,277,3316212,0,32701
32701,42,1117,3316256,0,32702
32702,719,1246,3316291,0,32703
32703,1042,1330,3316305,0,32704
32704,638,285,3316337,0,32705
32705,1246,719,3316347,0,32706
32706,1328,495,3316368,0,32707
32707,919,1248,3316406,0,32708
32708,160,964,3316471,0,32709
32709,1331,1168,3316559,0,32710
32710,481,50,3316778,0,32711
32711,50,481,3316796,0,32712
32712,50,481,3316807,0,32713
32713,1043,454,3316837,0,32714
32714,1246,228,3317011,0,32715
32715,454,1043,3317042,0,32716
32716,1328,285,3317058,0,32717
32717,539,495,3317065,0,32718
32718,1043,454,3317219,0,32719
32719,1246,228,3317239,0,32720
32720,454,1043,3317292,0,32721
32721,1118,1103,3317293,0,32722
32722,749,474,3317298,0,32723
32723,481,50,3317310,0,32724
32724,1246,228,3317376,0,32725
32725,1246,719,3317493,0,32726
32726,50,481,3317540,0,32727
32727,481,50,3317569,0,32728
32728,933,1214,3317616,0,32729
32729,1246,228,3317727,0,32730
32730,42,495,3317823,0,32731
32731,342,495,3317873,0,32732
32732,1231,1252,3317903,0,32733
32733,228,194,3317967,0,32734
32734,50,1227,3317976,0,32735
32735,228,1246,3318030,0,32736
32736,1227,50,3318080,0,32737
32737,679,1248,3318144,0,32738
32738,389,1189,3318151,0,32739
32739,1043,454,3318160,0,32740
32740,194,228,3318251,0,32741
32741,194,1270,3318273,0,32742
32742,194,1004,3318291,0,32743
32743,44,228,3318313,0,32744
32744,44,514,3318395,0,32745
32745,964,160,3318475,0,32746
32746,199,212,3318580,0,32747
32747,1032,598,3318653,0,32748
32748,454,1043,3318669,0,32749
32749,228,194,3318694,0,32750
32750,1043,454,3318753,0,32751
32751,454,1043,3318771,0,32752
32752,725,638,3318784,0,32753
32753,1043,454,3318796,0,32754
32754,1231,704,3318862,0,32755
32755,50,1227,3318900,0,32756
32756,228,498,3318974,0,32757
32757,454,1043,3319145,0,32758
32758,498,228,3319148,0,32759
32759,1227,50,3319188,0,32760
32760,498,495,3319288,0,32761
32761,1272,1260,3319323,0,32762
32762,228,498,3319399,0,32763
32763,1214,933,3319477,0,32764
32764,1043,454,3319481,0,32765
32765,1246,228,3319546,0,32766
32766,498,228,3319569,0,32767
32767,454,1043,3319571,0,32768
32768,194,353,3319594,0,32769
32769,1252,1231,3319596,0,32770
32770,771,398,3319604,0,32771
32771,67,1296,3319689,0,32772
32772,398,771,3319861,0,32773
32773,1043,454,3320080,0,32774
32774,454,1043,3320130,0,32775
32775,228,498,3320141,0,32776
32776,67,1296,3320241,0,32777
32777,700,605,3320252,0,32778
32778,687,409,3320389,0,32779
32779,114,770,3320445,0,32780
32780,700,1253,3320465,0,32781
32781,1043,454,3320490,0,32782
32782,454,1043,3320605,0,32783
32783,103,973,3320785,0,32784
32784,67,97,3320788,0,32785
32785,1043,454,3320844,0,32786
32786,234,1183,3321019,0,32787
32787,234,686,3321074,0,32788
32788,1312,103,3321229,0,32789
32789,249,454,3321551,0,32790
32790,704,1231,3321578,0,32791
32791,1113,1214,3321942,0,32792
32792,1323,1129,3322011,0,32793
32793,303,212,3322124,0,32794
32794,242,488,3322156,0,32795
32795,1272,1246,3322173,0,32796
32796,1043,97,3322412,0,32797
32797,912,375,3322499,0,32798
32798,1312,103,3322555,0,32799
32799,704,377,3322589,0,32800
32800,704,377,3322664,0,32801
32801,454,1043,3323138,0,32802
32802,474,749,3323156,0,32803
32803,97,1043,3323494,0,32804
32804,701,341,3323833,0,32805
32805,713,1158,3324032,0,32806
32806,713,1158,3324073,0,32807
32807,697,782,3324103,0,32808
32808,942,919,3324170,0,32809
32809,209,242,3324733,0,32810
32810,536,423,3325261,0,32811
32811,536,1224,3325278,0,32812
32812,63,228,3325288,0,32813
32813,1213,1026,3325383,0,32814
32814,41,502,3325484,0,32815
32815,41,1255,3325494,0,32816
32816,738,394,3325500,0,32817
32817,114,770,3325612,0,32818
32818,594,242,3325628,0,32819
32819,314,542,3325699,0,32820
32820,1316,586,3325800,0,32821
32821,314,1296,3325801,0,32822
32822,640,1253,3325814,0,32823
32823,423,536,3326008,0,32824
32824,1235,638,3326075,0,32825
32825,423,815,3326171,0,32826
32826,1032,1186,3326198,0,32827
32827,536,423,3326222,0,32828
32828,285,1328,3326382,0,32829
32829,701,50,3326400,0,32830
32830,50,701,3326457,0,32831
32831,193,378,3326465,0,32832
32832,586,1316,3326476,0,32833
32833,296,194,3326512,0,32834
32834,1231,704,3326535,0,32835
32835,1186,1032,3326626,0,32836
32836,640,712,3326654,0,32837
32837,353,1283,3326675,0,32838
32838,640,617,3326741,0,32839
32839,701,50,3326761,0,32840
32840,697,923,3326766,0,32841
32841,1032,1186,3326777,0,32842
32842,1213,1032,3326782,0,32843
32843,1213,1032,3326885,0,32844
32844,353,296,3326921,0,32845
32845,50,701,3326934,0,32846
32846,1213,1032,3326950,0,32847
32847,245,1283,3326998,0,32848
32848,701,50,3327034,0,32849
32849,1043,454,3327085,0,32850
32850,353,793,3327118,0,32851
32851,1283,353,3327125,0,32852
32852,1032,1186,3327151,0,32853
32853,1281,701,3327152,0,32854
32854,50,701,3327315,0,32855
32855,1281,701,3327388,0,32856
32856,333,1227,3327508,0,32857
32857,425,1103,3327553,0,32858
32858,353,1283,3327556,0,32859
32859,1290,596,3327675,0,32860
32860,1332,1255,3327736,0,32861
32861,249,454,3327782,0,32862
32862,1332,1255,3327814,0,32863
32863,1332,1255,3327887,0,32864
32864,770,1217,3327902,0,32865
32865,1255,1332,3327943,0,32866
32866,770,938,3327951,0,32867
32867,1281,1283,3327990,0,32868
32868,1332,1255,3328114,0,32869
32869,1316,586,3328154,0,32870
32870,1190,738,3328191,0,32871
32871,834,314,3328390,0,32872
32872,296,353,3328441,0,32873
32873,1271,1329,3328536,0,32874
32874,358,281,3328581,0,32875
32875,358,254,3328603,0,32876
32876,358,357,3328635,0,32877
32877,586,1316,3328723,0,32878
32878,514,654,3328840,0,32879
32879,766,181,3328843,0,32880
32880,514,626,3328856,0,32881
32881,454,1043,3328860,0,32882
32882,626,514,3328868,0,32883
32883,766,372,3328872,0,32884
32884,249,454,3328880,0,32885
32885,509,272,3328893,0,32886
32886,1255,1332,3328914,0,32887
32887,1043,454,3328998,0,32888
32888,1021,701,3329030,0,32889
32889,1021,105,3329083,0,32890
32890,1118,598,3329111,0,32891
32891,514,626,3329127,0,32892
32892,1281,1283,3329223,0,32893
32893,1270,194,3329227,0,32894
32894,600,1332,3329305,0,32895
32895,281,358,3329306,0,32896
32896,626,514,3329325,0,32897
32897,514,626,3329355,0,32898
32898,342,626,3329508,0,32899
32899,342,626,3329592,0,32900
32900,621,105,3329719,0,32901
32901,9,598,3329770,0,32902
32902,9,1312,3329785,0,32903
32903,621,48,3329812,0,32904
32904,483,782,3329843,0,32905
32905,483,1189,3329854,0,32906
32906,679,50,3329860,0,32907
32907,1332,1255,3329920,0,32908
32908,249,654,3329940,0,32909
32909,754,903,3329957,0,32910
32910,754,1332,3329990,0,32911
32911,454,1043,3330043,0,32912
32912,810,1021,3330047,0,32913
32913,1333,1145,3330084,0,32914
32914,1026,184,3330254,0,32915
32915,1043,454,3330305,0,32916
32916,1127,318,3330314,0,32917
32917,454,1043,3330385,0,32918
32918,193,658,3330474,0,32919
32919,1333,1145,3330477,0,32920
32920,1127,415,3330507,0,32921
32921,495,68,3330542,0,32922
32922,103,1334,3330561,0,32923
32923,114,770,3330599,0,32924
32924,495,1185,3330602,0,32925
32925,114,103,3330607,0,32926
32926,142,654,3330649,0,32927
32927,114,103,3330665,0,32928
32928,495,542,3330666,0,32929
32929,142,514,3330845,0,32930
32930,350,626,3330862,0,32931
32931,1043,454,3330886,0,32932
32932,454,1043,3331055,0,32933
32933,1286,1335,3331170,0,32934
32934,1312,103,3331188,0,32935
32935,1113,1214,3331192,0,32936
32936,174,1260,3331201,0,32937
32937,1043,454,3331257,0,32938
32938,1113,495,3331261,0,32939
32939,1113,1255,3331322,0,32940
32940,1312,103,3331322,0,32941
32941,1113,1255,3331436,0,32942
32942,1334,1255,3331516,0,32943
32943,1,312,3331547,0,32944
32944,1255,1334,3331601,0,32945
32945,1312,103,3331619,0,32946
32946,1113,1255,3331622,0,32947
32947,1087,353,3331651,0,32948
32948,1312,103,3331710,0,32949
32949,1312,103,3331735,0,32950
32950,719,1336,3331814,0,32951
32951,1113,1255,3331819,0,32952
32952,1113,1214,3331832,0,32953
32953,1113,353,3331943,0,32954
32954,1113,1255,3332019,0,32955
32955,1336,725,3332048,0,32956
32956,639,1127,3332117,0,32957
32957,1113,353,3332126,0,32958
32958,1189,375,3332174,0,32959
32959,1113,1255,3332176,0,32960
32960,1189,598,3332247,0,32961
32961,615,1026,3332247,0,32962
32962,738,393,3332270,0,32963
32963,1113,1255,3332354,0,32964
32964,32,1336,3332364,0,32965
32965,1334,1068,3332398,0,32966
32966,639,388,3332406,0,32967
32967,1113,1255,3332637,0,32968
32968,495,585,3332732,0,32969
32969,617,103,3332835,0,32970
32970,103,1280,3332853,0,32971
32971,617,640,3332865,0,32972
32972,103,617,3332871,0,32973
32973,725,1336,3332883,0,32974
32974,617,103,3332986,0,32975
32975,103,617,3333043,0,32976
32976,617,103,3333104,0,32977
32977,1280,103,3333135,0,32978
32978,617,644,3333140,0,32979
32979,495,1050,3333168,0,32980
32980,103,617,3333169,0,32981
32981,431,617,3333172,0,32982
32982,617,103,3333204,0,32983
32983,103,1280,3333242,0,32984
32984,1312,103,3333260,0,32985
32985,495,498,3333269,0,32986
32986,103,617,3333275,0,32987
32987,431,617,3333394,0,32988
32988,1312,103,3333401,0,32989
32989,950,495,3333415,0,32990
32990,353,950,3333454,0,32991
32991,495,950,3333523,0,32992
32992,308,701,3333570,0,32993
32993,950,353,3333586,0,32994
32994,341,701,3333609,0,32995
32995,495,950,3333644,0,32996
32996,1312,103,3333648,0,32997
32997,431,617,3333653,0,32998
32998,1280,103,3333670,0,32999
32999,950,495,3333698,0,33000
33000,1190,738,3333723,0,33001
33001,950,495,3333736,0,33002
33002,1126,1302,3333744,0,33003
33003,1102,514,3333761,0,33004
33004,1190,551,3333802,0,33005
33005,103,1280,3333807,0,33006
33006,1280,103,3333824,0,33007
33007,431,617,3333848,0,33008
33008,1113,1214,3333870,0,33009
33009,923,697,3333913,0,33010
33010,1113,495,3333950,0,33011
33011,686,234,3334040,0,33012
33012,697,923,3334041,0,33013
33013,1312,103,3334063,0,33014
33014,220,1310,3334078,0,33015
33015,569,1337,3334136,0,33016
33016,1244,296,3334151,0,33017
33017,923,697,3334167,0,33018
33018,646,495,3334169,0,33019
33019,1113,1214,3334171,0,33020
33020,431,617,3334176,0,33021
33021,923,697,3334182,0,33022
33022,431,617,3334362,0,33023
33023,569,1337,3334386,0,33024
33024,1113,1214,3334428,0,33025
33025,1190,288,3334465,0,33026
33026,353,950,3334493,0,33027
33027,482,799,3334532,0,33028
33028,654,142,3334550,0,33029
33029,482,1005,3334561,0,33030
33030,482,546,3334591,0,33031
33031,1113,1214,3334616,0,33032
33032,1043,495,3334677,0,33033
33033,323,341,3334717,0,33034
33034,908,332,3334731,0,33035
33035,950,353,3334739,0,33036
33036,1113,1214,3334870,0,33037
33037,797,63,3334928,0,33038
33038,681,617,3335016,0,33039
33039,296,1244,3335018,0,33040
33040,1113,1214,3335048,0,33041
33041,871,392,3335054,0,33042
33042,871,1302,3335117,0,33043
33043,142,654,3335184,0,33044
33044,341,353,3335210,0,33045
33045,1255,1335,3335218,0,33046
33046,353,341,3335272,0,33047
33047,68,495,3335317,0,33048
33048,1113,1214,3335368,0,33049
33049,341,353,3335370,0,33050
33050,654,142,3335397,0,33051
33051,1113,1214,3335439,0,33052
33052,353,950,3335489,0,33053
33053,249,1295,3335570,0,33054
33054,1113,1214,3335671,0,33055
33055,871,1097,3335674,0,33056
33056,871,513,3335711,0,33057
33057,569,296,3335774,0,33058
33058,1113,1214,3335840,0,33059
33059,212,439,3335848,0,33060
33060,1302,1126,3336030,0,33061
33061,482,3,3336032,0,33062
33062,378,193,3336044,0,33063
33063,342,495,3336048,0,33064
33064,1113,1214,3336226,0,33065
33065,971,609,3336400,0,33066
33066,353,341,3336433,0,33067
33067,971,199,3336434,0,33068
33068,353,1326,3336494,0,33069
33069,503,41,3336507,0,33070
33070,1247,704,3336553,0,33071
33071,415,475,3336601,0,33072
33072,254,358,3336608,0,33073
33073,503,617,3336665,0,33074
33074,871,1302,3336669,0,33075
33075,475,415,3336693,0,33076
33076,321,392,3336744,0,33077
33077,1246,99,3336753,0,33078
33078,1281,1173,3336854,0,33079
33079,503,1217,3336867,0,33080
33080,341,353,3336944,0,33081
33081,42,495,3336978,0,33082
33082,871,1097,3337007,0,33083
33083,142,654,3337020,0,33084
33084,63,797,3337021,0,33085
33085,42,1183,3337031,0,33086
33086,503,41,3337038,0,33087
33087,871,495,3337051,0,33088
33088,42,1183,3337076,0,33089
33089,42,1337,3337256,0,33090
33090,353,341,3337310,0,33091
33091,377,704,3337486,0,33092
33092,415,475,3337499,0,33093
33093,654,142,3337558,0,33094
33094,1283,513,3337570,0,33095
33095,358,281,3337592,0,33096
33096,199,971,3337610,0,33097
33097,358,254,3337616,0,33098
33098,254,358,3337659,0,33099
33099,245,1264,3337667,0,33100
33100,1281,1173,3337746,0,33101
33101,145,994,3337781,0,33102
33102,145,1042,3337819,0,33103
33103,431,605,3337829,0,33104
33104,503,254,3337837,0,33105
33105,245,1283,3337904,0,33106
33106,142,654,3337921,0,33107
33107,249,1255,3337953,0,33108
33108,245,60,3337961,0,33109
33109,341,353,3337974,0,33110
33110,323,341,3337975,0,33111
33111,228,63,3338017,0,33112
33112,431,605,3338018,0,33113
33113,654,142,3338025,0,33114
33114,1338,254,3338051,0,33115
33115,431,605,3338111,0,33116
33116,298,323,3338226,0,33117
33117,431,605,3338242,0,33118
33118,48,621,3338248,0,33119
33119,1281,131,3338286,0,33120
33120,1117,856,3338295,0,33121
33121,516,564,3338303,0,33122
33122,431,605,3338361,0,33123
33123,454,1043,3338405,0,33124
33124,1338,254,3338467,0,33125
33125,1325,1326,3338479,0,33126
33126,739,308,3338483,0,33127
33127,1043,454,3338511,0,33128
33128,1136,739,3338518,0,33129
33129,1325,1123,3338564,0,33130
33130,1043,454,3338570,0,33131
33131,1338,254,3338587,0,33132
33132,442,1247,3338633,0,33133
33133,431,605,3338645,0,33134
33134,454,1043,3338718,0,33135
33135,323,341,3338755,0,33136
33136,323,298,3338801,0,33137
33137,658,193,3338822,0,33138
33138,1338,254,3338832,0,33139
33139,640,617,3338848,0,33140
33140,1338,471,3338879,0,33141
33141,924,1158,3338881,0,33142
33142,1338,254,3338900,0,33143
33143,924,1158,3338909,0,33144
33144,431,605,3339023,0,33145
33145,615,1072,3339096,0,33146
33146,605,254,3339124,0,33147
33147,1338,254,3339145,0,33148
33148,254,605,3339147,0,33149
33149,605,254,3339187,0,33150
33150,431,605,3339191,0,33151
33151,1043,454,3339205,0,33152
33152,254,605,3339210,0,33153
33153,1215,398,3339214,0,33154
33154,353,372,3339216,0,33155
33155,605,254,3339254,0,33156
33156,454,1043,3339259,0,33157
33157,254,605,3339273,0,33158
33158,1326,1325,3339286,0,33159
33159,942,919,3339291,0,33160
33160,986,644,3339342,0,33161
33161,63,228,3339377,0,33162
33162,1325,1326,3339394,0,33163
33163,605,254,3339401,0,33164
33164,1043,454,3339403,0,33165
33165,1338,1034,3339416,0,33166
33166,1338,254,3339443,0,33167
33167,991,109,3339450,0,33168
33168,1338,1173,3339453,0,33169
33169,735,839,3339497,0,33170
33170,254,605,3339499,0,33171
33171,605,254,3339560,0,33172
33172,1338,1173,3339617,0,33173
33173,1338,254,3339643,0,33174
33174,254,605,3339651,0,33175
33175,605,254,3339751,0,33176
33176,1118,620,3339757,0,33177
33177,254,605,3339781,0,33178
33178,986,1310,3339785,0,33179
33179,142,654,3339800,0,33180
33180,758,509,3339900,0,33181
33181,1339,1231,3340028,0,33182
33182,272,308,3340035,0,33183
33183,53,1314,3340035,0,33184
33184,1326,353,3340045,0,33185
33185,272,654,3340066,0,33186
33186,272,605,3340133,0,33187
33187,770,1336,3340134,0,33188
33188,1338,254,3340167,0,33189
33189,1326,1325,3340199,0,33190
33190,272,509,3340234,0,33191
33191,1231,1339,3340272,0,33192
33192,1339,1231,3340388,0,33193
33193,758,50,3340463,0,33194
33194,1338,254,3340533,0,33195
33195,792,1283,3340578,0,33196
33196,1306,990,3340640,0,33197
33197,643,638,3340813,0,33198
33198,1338,254,3340938,0,33199
33199,758,298,3341122,0,33200
33200,298,758,3341169,0,33201
33201,1338,254,3341210,0,33202
33202,1083,175,3341279,0,33203
33203,758,298,3341332,0,33204
33204,282,109,3341343,0,33205
33205,638,643,3341376,0,33206
33206,638,68,3341381,0,33207
33207,298,758,3341431,0,33208
33208,1083,299,3341436,0,33209
33209,1338,254,3341443,0,33210
33210,1338,209,3341495,0,33211
33211,1283,468,3341657,0,33212
